processed_text,class
make think baby lil nigger theyre tyler hoodrats,0
hoe fuckin name,1
bitch everyone cant would guy win fan run anyways prime revis,1
rt bitch another love swear something panty else,1
would bird make pic baby bruh great,2
fag text,1
hoe fight,1
hoe ya right hit haha,1
bad hoe ya lol sad made forgot,1
rt hoe see youll finna watch hit put,1
place fuck bitch get wasnt first tl following,1
ever bitch shit even talking fight seen,1
bitch shit fucking nigga dont shut as call know yo little dumb color ad emo faget,1
bitch like much get go pussy talk yo little talking away dad fist fuc,1
bitch shit bout one talking,1
hoe shit ill pretty sure whats level,1
woman hoe wow term,0
hate dont aint gettin either jap forgetting japped,0
bitch lame ur fucken,1
thats pussy thot,1
hoe bitch whatever yall fag sad beat ass,0
fag,0
trash told face literally shop hooping,2
like tranny make better may asian face looking tit latina,0
fuck bitch look like tip need makeup latinas date fashion tbh welfare compared,0
amp money life throw protect job dog cost er daniel prez trashebola,2
lol faggot bos helping moon hid,1
lol never faggot finished moose log,1
fucking faggot bro mean,0
man fuck bitch cant come world scared coward last two enough minute,1
faggot car die accident,0
bitch like let gunna,1
like dont think queer happy really ending deserve translation,1
fuckin moulinyan,1
bitch he little definition squirrelly,1
via,2
hate big pussy time fight fuckkn,1
bitch,1
bitch im think also ole rock memphistn,1
cry say guy faggot someone whine whenever ridiculous,1
think okay pig guinea,2
im pussy youre home working chillin hour,1
fag lmaooo,1
faggot,0
bitch pussy,1
like people cripple forever political ability puppet intentionally unify eco consensus,2
im second play put vick referring slot,2
bitch god people actually give rate voted forbid affordable insurance,1
worst teabaggers republican terrorist,2
guy year best teabaggers company scum everunder obamaconservative,2
trash change ur white sassy username,0
bitch,1
faggot ok,1
bitch didnt know could bruh came mention idk internet bullying bully,1
true wouldnt yes reagan president firstike supreme allied commander,2
trash go dont there wait one everywhere till understand somewhere cansdumpsters,2
girl wan na yo retard yr whats potential,1
bitch lol,1
get better happy birthday charlie soon btw,2
stay charlie safe,2
place ho garden,1
pussy right pudding,1
fucking pussy right,1
murder there ur one retarded law gun crook lax bcuz defend,2
still im bird talk nobody really hey empty except asshole lambdamoo,1
like still video pussy would make thank god around feel band releasing spiritualized,1
ya type hillbilly learn,0
bitch like girl real impress,1
pussy gettin bailey,1
man get think beautiful hard evil animal human chink cutting tusk,0
bitch im way already gym thx,1
hoe come season around time certain,1
rt go angry bird talk never didnt ur stop spitting chris dana carter hail racial tendicies infor abt,2
trash want talk stop spitting talking chris jimmy wouldve shouldve couldve,2
hoe youre,1
bitch goin,1
bitch going,1
hoe,1
bitch nigga,1
bitch stupid apparently,1
nigga use used nigger indeed,1
get bird pas mostly diaval virtue,2
queer year last term explain acceptable theory academic,2
bitch red yeah sorry handed caught,1
hun christmas merry,2
fuck bitch olive,1
bitch look like blow fr gon away,1
much lol love nd kno clam,2
love kno clam stuffed bai,2
im dont as make stop dumb half learn breed starting,0
retarded already,1
bitch crazy,1
aint colored sure,1
man hoe got im lol dont nobody nothin sayin witta summa lyingggggg,1
nigger,0
hoe like might get dont even fat well belly nomo ab ayy balla,1
bitch look like full cracker breaded,1
bitch yea black proud native,1
im thats go team retarded beat suppose,1
like fucking another nigga use faggot doesnt really name fucker follow mother eyed kok,1
bitch go read wtf put,1
bitch never played slaying busy halo,1
fag probs vhia,0
hoe dgaf,1
trash white repeat,0
hoe fuck cause dont wouldnt know,1
bitch lol as,1
hoe,1
hoe thats boooooi tmi,1
,1
amp yellow chocolate cake frosting,2
look like pretty dyke,0
real open america since part yep kept central boon border carter disease lowest workforce nc,2
fucking retard pull,0
bitch fucking nigga even know stop doesnt talking wtf dreaming,1
bitch even as couldnt school yo ugly fat pull,0
somebody much pussy doesnt force who belong moron,1
make cracker taco animal,2
full nigger,1
hoe look like lmaoooo,1
bitch south naw drop dog rest homeless dallas,1
bitch nigga black tell aint purple,1
bitch like baby white push mammy,1
house bitch like big bro party thought jam pajama,1
bitch like gram,1
hoe lol beat wouldve,1
man nigga bird yeah car getting ghetto left dipped chased barn,1
dat lol aint game young lil cuz thug yet strip rap nigguh wiz earn banger,1
get dont say wan na looked funny nigger public,1
bitch look big ugly long dem basically foam floppy nh,1
hoe nerve,1
bitch guy white light baker planted wick,1
amp he monkey dead serious cigarette,1
another nigga youre female faggot dm talking,1
tell guy female faggot stupid sound talking pretending,1
im nigga bout nice wan na faggot anything right mean try argue else continue,1
bitch houston,1
boy bad bitch like lol said bc night last gym ill built sloppy refuse,1
bitch post oh screamed saw instagram,1
hoe rate,1
hoe suck,1
take bitch great learned note asia torres,1
bitch get eew carrrr,1
man see aint day move dis colored sick fo happens neighborhood,1
nice yall way callin honky,0
bitch look like as lil really around wtf hanging juice thuggin chipotle jamba,1
chunky,2
like monkey hairy,2
hoe one home katrina,1
hoe shuddup,1
amp hoe got ig nigga aint twitter everybody worried try bffl ion fb foe,1
bitch shit get bout fuckin hit talkin,1
came shoulda negro family dinner shitting talked tonightwe,1
aint never colored pizza orderin stow,2
hoe bitch see money da way day makin president dayd coz,1
going im big miss nig,1
lol act kid redneck oviedo,1
bitch,1
look like monkey,2
bad bitch as,1
trash im,2
honky tonk badonka ankh,2
boy bitch lol think lmaoo heard benny blasting,1
hoe yea ima yo spin,1
bitch outta line,1
bitch still going smh talking around stfu circle idgaf,1
hoe fuck lol stfu meaning,1
hoe fuck,1
faggot happy birthday,0
bitch top notch,1
bitch shit much thats need youre make lady ego concerned stroked,1
loser see bitter call didnt come feel uncle tom shocked racism betrayed,2
faggot,1
hoe ok,1
bitch much dont fun yas,1
trash,2
trash youre funny,2
retard unloyal,1
thats eh hoser,2
bitch bout gon whatchu,1
bitch like get swear really day line dry ill email disgraceful pacsun,1
bitch like as yes kiss muhammed osama binladen,1
man always going im black blame since hater whitey equal opportunity,0
bitch name ollie,1
like faggot fan bull soft pissed pau boozer,1
bitch like simmons left la doc acted,1
kid last ape minute planet,2
thats call twitter mad nigger someone folk,1
like another see want nice make real doesnt lie reagan huge conservative,2
get go see pussy gt year really past liberal daily boot camp active,0
pit also brisket hour shiner coal recommend pack bock duty feeding oak,2
bitch much thank move pull,1
fuck im pussy tight wet dripping,1
bitch yo really tho haha time good last pretty catch fun chilled,1
yo nig cheeseball,1
see pussy ouuuuufffff,1
bitch karma bruhh,1
bitch much dont fight bitchez,1
bitch shit nigga dick eat bag turd beetle,0
bitch thats sure,1
ur faggot wish nd cunt,1
bitch like got im dont as ta wtf saying thang unfollow ion,1
retard alert,1
trash fuck like thats see one lmao crazy forreal playas,1
hell spear chucker,1
say as one anything nigger annoying yet claim blocked sand khan biased,1
faggot play together soon ive playing fun random,1
lol fag pic least put stealing caption,1
fuck look ghetto,1
amp th pig guinea haunt,1
trash im court brah polite talker diplomatic,2
pussy wouldnt show bro,1
pussy,1
miss shut fag,1
im cant see bird flipping,2
shit pussy make hotter anyways pepper patchwho,1
bitch lem cheer,1
let nigger hang,1
take nip pick sc cr,2
take get see side weird local thought enough though worked yokel journalist pointed impartial,2
bitch still dont care saying name someone calling,1
bitch youre ok special ill kind arent sink level,1
look pussy hell later gettin knew yakked stoned,1
bitch fucking,1
bitch like fucking im ima lmao update yesterday trying roster whoop,1
bitch im run pas porn puff swearing tablet assless chap catholic,1
bitch fucking get nigga as gay mention cracker who,0
bad bitch,1
hoe aint real never loved nate gangster knoww,1
monkey dong,1
bitch subtweeted,1
fuck big get would hot scally lad yeah boot blk,1
amp like going there trust better looked th shame option slant incompletion youth lack,2
hoe ya im thing gave lost dumb haha already today,1
hoe lol go nigga haha hard stooooned,1
bitch like th since smell grade fart holdin,1
bad bitch shit forever,1
bitch never uhh overplayed itv,1
bitch nigga yeah straight,1
bitch got one work ta wanted yeahbut followersyou,1
fag,0
fag,1
man bitch shit like even dress dyke arent tbh human alien empowered,1
bitch tryna step,1
im thats kermit say voice glad well ho hi slip partially frog,2
bitch lol ass sameeee,1
fuck bitch game yall nah tryna,1
man trash hate see racist wh ntx particular butler,0
fucking get youre yeah retard mistake chance trouble percent less,1
like got everyone said know sound hey wanted lying moron bohner sequester,2
bitch teacher pay else constantly,1
bitch got though,1
man pussy said make ur ok let long cum punch,1
pussy scared,1
nice fag pic profile,1
always ya im need call nigs away,1
lol retarded jk,1
lol yeah jk course niglet tough ehh,1
like fucking racist kid sweet isnt white people cracker sister honkey term peckerwood stereotype,0
im pussy as yo sleep put calling nyquil,1
im miss way fat dude taco devil diet breakfast twinkie,2
dont pussy talk friend doesnt hard seem,1
hear as cunt bare,1
hoe aye,1
ho eff dem,1
like every work day walk brownie smell totally,2
bird gt every hat,2
bird beat hat,2
new find hillbilly,2
start would fact sole graduation forprofit university requirement,2
house going im see game sound ha actually weird away uncle yankee hour nj,2
get could month ghetto phone matching burner fab,2
im tomorrow slit afraid throat jessica,1
pussy make call day fuckin people someone fun radio block creep,1
fag sox jew chi bernstine,0
like pussy said,1
bitch,1
bitch as nipple long havin tittie,1
bitch like dont one dude keep least opinion gut scrolling qquit,1
fag,0
hoe shit still call ima mom cuz sum different number,1
like need retard really point defense joey allow avg,1
hate thats favorite retard team different rooting banwagoning,0
fuck bitch fucking dont dude ill merk,1
bitch ur welcome,1
start go red ppl move yellow selling minute sign reg rent,2
man love white bet blame everything mention put whitey desert tortoise racism,0
hoe fuck,1
bitch like suck please rich elissa snob,1
pussy better kid called,1
,1
bitch,1
argie,2
bitch thing nigga na damn page oh gon huh sir forgot,1
nigga shut as yo best teeth cracker kind jack buck native,1
def shiner nat,2
year hillbilly heard worse mic bug grumbling recent shutdown,2
fag live xbox,1
bitch youre better little also,1
time blue cracker cheese intrigue repulse,2
get shut twitter faggot oh disease overused,0
thats nig nog,1
bitch im starving,1
bitch girl make mad yesssss,1
pussy couldnt handle kitty iowa,1
